slide_path,output_dir,status,elapsed_seconds,log_path
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 16_Core[1,2,9]_[11838,41886].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,2,9]_[11838,41886]",success,21.8,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,2,9]_[11838,41886]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 16_Core[1,20,1]_[19021,56661].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,20,1]_[19021,56661]",success,21.5,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,20,1]_[19021,56661]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 1_Core[1,20,1]_[19824,55918].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,20,1]_[19824,55918]",success,20.8,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,20,1]_[19824,55918]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 16_Core[1,20,13]_[8166,56982].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,20,13]_[8166,56982]",success,22.2,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,20,13]_[8166,56982]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 1_Core[1,20,10]_[12159,56289].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,20,10]_[12159,56289]",success,21.8,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,20,10]_[12159,56289]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 16_Core[1,20,19]_[3022,56784].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,20,19]_[3022,56784]",success,22.2,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,20,19]_[3022,56784]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 16_Core[1,20,15]_[6583,56933].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,20,15]_[6583,56933]",success,22.1,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,20,15]_[6583,56933]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 16_Core[1,20,2]_[18082,56809].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,20,2]_[18082,56809]",success,19.8,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,20,2]_[18082,56809]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 1_Core[1,20,18]_[4839,56487].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,20,18]_[4839,56487]",success,20.8,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,20,18]_[4839,56487]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 16_Core[1,20,18]_[3888,56809].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,20,18]_[3888,56809]",success,21.6,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,20,18]_[3888,56809]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 1_Core[1,20,19]_[3974,56512].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,20,19]_[3974,56512]",success,21.2,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,20,19]_[3974,56512]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 16_Core[1,20,20]_[2182,56784].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,20,20]_[2182,56784]",success,20.5,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,20,20]_[2182,56784]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 16_Core[1,20,9]_[12097,57106].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,20,9]_[12097,57106]",success,20.0,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,20,9]_[12097,57106]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 1_Core[1,20,8]_[13939,56215].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,20,8]_[13939,56215]",success,21.8,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,20,8]_[13939,56215]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 1_Core[1,20,7]_[14804,56116].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,20,7]_[14804,56116]",success,21.1,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,20,7]_[14804,56116]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 16_Core[1,20,7]_[14150,56933].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,20,7]_[14150,56933]",success,21.4,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,20,7]_[14150,56933]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 16_Core[1,20,8]_[13359,56933].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,20,8]_[13359,56933]",success,21.7,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,20,8]_[13359,56933]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 1_Core[1,20,9]_[13049,56264].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,20,9]_[13049,56264]",success,21.3,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,20,9]_[13049,56264]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 16_Core[1,3,11]_[10156,42751].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,3,11]_[10156,42751]",success,22.2,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,3,11]_[10156,42751]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 1_Core[1,3,12]_[9946,41354].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,3,12]_[9946,41354]",success,22.4,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,3,12]_[9946,41354]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 16_Core[1,3,10]_[11046,42702].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,3,10]_[11046,42702]",success,21.7,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,3,10]_[11046,42702]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 1_Core[1,3,11]_[10811,41378].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,3,11]_[10811,41378]",success,21.4,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,3,11]_[10811,41378]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 16_Core[1,3,12]_[9217,42751].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,3,12]_[9217,42751]",success,21.5,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,3,12]_[9217,42751]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 1_Core[1,3,13]_[9198,41387].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,3,13]_[9198,41387]",success,22.4,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,3,13]_[9198,41387]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 16_Core[1,3,14]_[7585,42702].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,3,14]_[7585,42702]",success,22.1,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,3,14]_[7585,42702]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 16_Core[1,3,15]_[6497,42801].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,3,15]_[6497,42801]",success,22.3,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,3,15]_[6497,42801]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 16_Core[1,3,13]_[8473,42748].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,3,13]_[8473,42748]",success,22.1,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,3,13]_[8473,42748]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 1_Core[1,3,14]_[8215,41378].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,3,14]_[8215,41378]",success,22.3,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,3,14]_[8215,41378]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 1_Core[1,3,15]_[7325,41502].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,3,15]_[7325,41502]",success,21.8,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,3,15]_[7325,41502]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 16_Core[1,3,16]_[5656,42751].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,3,16]_[5656,42751]",success,21.4,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,3,16]_[5656,42751]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 16_Core[1,3,17]_[4741,42801].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,3,17]_[4741,42801]",success,21.6,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,3,17]_[4741,42801]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 1_Core[1,3,17]_[5495,41576].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,3,17]_[5495,41576]",success,20.3,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,3,17]_[5495,41576]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 1_Core[1,3,16]_[6360,41477].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,3,16]_[6360,41477]",success,21.4,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,3,16]_[6360,41477]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 1_Core[1,3,19]_[3640,41824].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,3,19]_[3640,41824]",success,22.5,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,3,19]_[3640,41824]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 16_Core[1,3,19]_[2936,42974].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,3,19]_[2936,42974]",success,21.3,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,3,19]_[2936,42974]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 16_Core[1,3,2]_[18218,42924].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,3,2]_[18218,42924]",success,22.1,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,3,2]_[18218,42924]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 16_Core[1,3,3]_[17377,42801].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,3,3]_[17377,42801]",success,21.4,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,3,3]_[17377,42801]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 1_Core[1,3,20]_[2626,41922].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,3,20]_[2626,41922]",success,21.4,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,3,20]_[2626,41922]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 16_Core[1,3,20]_[1897,43097].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,3,20]_[1897,43097]",success,20.9,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,3,20]_[1897,43097]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 16_Core[1,3,4]_[16462,42726].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,3,4]_[16462,42726]",success,21.4,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,3,4]_[16462,42726]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 1_Core[1,3,3]_[18032,41502].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,3,3]_[18032,41502]",success,21.5,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,3,3]_[18032,41502]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 1_Core[1,3,4]_[17067,41428].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,3,4]_[17067,41428]",success,24.1,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,3,4]_[17067,41428]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 16_Core[1,3,8]_[12777,42801].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,3,8]_[12777,42801]",success,23.9,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,3,8]_[12777,42801]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 1_Core[1,3,7]_[14323,41354].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,3,7]_[14323,41354]",success,24.1,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,3,7]_[14323,41354]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 16_Core[1,3,7]_[13643,42751].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,3,7]_[13643,42751]",success,24.4,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,3,7]_[13643,42751]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 1_Core[1,3,8]_[13408,41453].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,3,8]_[13408,41453]",success,22.0,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,3,8]_[13408,41453]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 16_Core[1,3,9]_[11912,42726].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,3,9]_[11912,42726]",success,23.9,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,3,9]_[11912,42726]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 1_Core[1,3,9]_[12567,41354].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,3,9]_[12567,41354]",success,23.4,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,3,9]_[12567,41354]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 1_Core[1,4,10]_[11701,42145].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,4,10]_[11701,42145]",success,23.4,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,4,10]_[11701,42145]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 16_Core[1,4,12]_[9316,43617].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,4,12]_[9316,43617]",success,24.7,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,4,12]_[9316,43617]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 1_Core[1,4,12]_[9995,42269].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,4,12]_[9995,42269]",success,24.2,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,4,12]_[9995,42269]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 16_Core[1,4,14]_[7436,43617].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,4,14]_[7436,43617]",success,24.6,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,4,14]_[7436,43617]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 1_Core[1,4,14]_[8165,42244].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,4,14]_[8165,42244]",success,25.1,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,4,14]_[8165,42244]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 16_Core[1,4,16]_[5582,43716].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,4,16]_[5582,43716]",success,21.0,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,4,16]_[5582,43716]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 16_Core[1,4,3]_[17402,43617].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,4,3]_[17402,43617]",success,21.1,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,4,3]_[17402,43617]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 1_Core[1,4,16]_[6410,42516].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,4,16]_[6410,42516]",success,21.8,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,4,16]_[6410,42516]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 16_Core[1,4,2]_[18292,43716].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,4,2]_[18292,43716]",success,21.3,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,4,2]_[18292,43716]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 1_Core[1,4,3]_[17933,42368].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,4,3]_[17933,42368]",success,21.0,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,4,3]_[17933,42368]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 1_Core[1,4,4]_[17043,42318].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,4,4]_[17043,42318]",success,21.6,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,4,4]_[17043,42318]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 16_Core[1,4,4]_[16462,43592].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,4,4]_[16462,43592]",success,22.1,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,4,4]_[16462,43592]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 16_Core[1,4,8]_[12802,43567].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,4,8]_[12802,43567]",success,23.6,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,4,8]_[12802,43567]/batch_run.log"
